,Name,Ceiling_price,Floor_price,Local_price,Close,Change_price,Change_percent,Volume,High,Low,Foreign_investor_buy,Foregin_investor_sell
270,SGB,19.6,14.6,17.1,17.1,0.0,0.0,12980.0,17.3,16.8,0.0,0.0
271,SGI,27.4,20.4,23.9,23.9,0.0,0.0,1830.0,26.0,23.0,10.0,0.0
272,SGP,41.0,30.4,35.7,35.3,-0.4,-1.1,31800.0,35.7,34.5,0.0,0.0
273,SGS,20.1,14.9,17.5,17.1,-0.4,-2.3,270.0,17.5,17.1,0.0,50.0
274,SIP,156.5,115.7,136.1,136.2,0.1,0.1,320.0,137.0,135.5,0.0,0.0
275,SIV,57.2,42.4,49.8,50.0,0.2,0.4,50.0,50.0,50.0,0.0,0.0
276,SJG,17.5,13.1,15.3,16.8,1.5,9.8,1070.0,17.2,15.6,0.0,0.0
277,SJM,5.8,4.4,5.1,4.9,-0.2,-3.9,1110.0,5.2,4.9,0.0,0.0
278,SKH,24.9,18.5,21.7,21.6,-0.1,-0.5,1150.0,21.6,21.6,0.0,0.0
279,SNZ,33.4,24.8,29.1,29.5,0.4,1.4,770.0,29.5,29.4,0.0,0.0
280,SPC,24.0,17.8,20.9,18.1,-2.8,-13.4,140.0,20.9,18.1,0.0,0.0
281,SPD,10.0,7.4,8.7,10.0,1.3,14.9,70.0,10.0,10.0,0.0,0.0
282,SRB,4.0,3.0,3.5,3.5,0.0,0.0,930.0,3.7,3.5,0.0,0.0
283,SRT,6.3,4.7,5.5,5.7,0.2,3.6,1570.0,5.8,5.4,0.0,0.0
284,SSG,13.3,9.9,11.6,13.1,1.5,12.9,10.0,13.1,13.1,0.0,0.0
285,SSH,123.1,91.1,107.1,106.7,-0.4,-0.4,26490.0,108.5,106.5,0.0,0.0
286,STH,13.4,10.0,11.7,11.2,-0.5,-4.3,8330.0,11.7,11.0,0.0,0.0
287,SVG,25.5,18.9,22.2,22.0,-0.2,-0.9,310.0,22.4,21.0,0.0,0.0
288,SWC,39.9,29.5,34.7,34.4,-0.3,-0.9,2700.0,34.8,34.1,0.0,0.0
289,SZE,16.3,12.1,14.2,13.9,-0.3,-2.1,3490.0,14.5,13.8,0.0,0.0
290,TBD,81.7,60.5,71.1,81.6,10.5,14.8,10.0,81.6,81.6,0.0,0.0
291,TCI,21.8,16.2,19.0,18.6,-0.4,-2.1,24760.0,19.4,18.5,10.0,0.0
292,TCW,37.0,27.4,32.2,32.0,-0.2,-0.6,2940.0,32.3,32.0,0.0,0.0
293,TDS,27.0,20.0,23.5,24.0,0.5,2.1,4390.0,24.4,23.6,0.0,0.0
294,TGP,5.2,4.0,4.6,5.0,0.4,8.7,160.0,5.1,5.0,0.0,0.0
295,THP,16.3,12.1,14.2,14.0,-0.2,-1.4,100.0,14.0,14.0,0.0,0.0
296,TID,33.8,25.0,29.4,29.4,0.0,0.0,8240.0,30.0,29.4,0.0,0.0
297,TIE,6.5,4.9,5.7,6.3,0.6,10.5,2730.0,6.3,5.7,0.0,0.0
298,TIS,15.1,11.3,13.2,15.1,1.9,14.4,193450.0,15.1,13.5,0.0,0.0
299,TKG,12.8,9.6,11.2,11.2,0.0,0.0,60.0,11.5,11.1,0.0,0.0
300,TL4,10.2,7.6,8.9,9.0,0.1,1.1,100.0,9.0,9.0,0.0,0.0
301,TLP,12.0,9.0,10.5,10.5,0.0,0.0,4740.0,10.5,10.0,0.0,0.0
302,TLT,17.0,12.6,14.8,17.0,2.2,14.9,10.0,17.0,17.0,0.0,0.0
303,TMG,62.9,46.5,54.7,54.0,-0.7,-1.3,70.0,54.0,54.0,0.0,0.0
304,TNB,28.5,21.1,24.8,22.0,-2.8,-11.3,1220.0,28.0,22.0,0.0,0.0
305,TNP,17.8,13.2,15.5,17.8,2.3,14.8,10.0,17.8,17.8,0.0,0.0
306,TNS,10.2,7.6,8.9,9.5,0.6,6.7,26390.0,9.5,8.8,0.0,260.0
307,TOS,61.9,45.9,53.9,56.8,2.9,5.4,40.0,56.8,56.8,0.0,0.0
308,TSG,18.6,13.8,16.2,13.8,-2.4,-14.8,90.0,13.9,13.8,0.0,0.0
309,TTD,63.1,46.7,54.9,51.6,-3.3,-6.0,10.0,51.6,51.6,0.0,0.0
310,TTG,5.5,4.1,4.8,4.8,0.0,0.0,270.0,4.9,4.8,0.0,0.0
311,TTN,18.9,14.1,16.5,16.0,-0.5,-3.0,12160.0,16.6,15.7,0.0,0.0
312,TV6,12.7,9.5,11.1,10.0,-1.1,-9.9,1650.0,10.0,9.5,0.0,0.0
313,TVH,42.5,31.5,37.0,32.0,-5.0,-13.5,20.0,32.0,32.0,0.0,0.0
314,TVN,19.4,14.4,16.9,18.0,1.1,6.5,329900.0,18.3,16.9,300.0,350.0
315,TW3,27.2,20.2,23.7,20.2,-3.5,-14.8,150.0,20.2,20.2,0.0,0.0
316,UDJ,15.6,11.6,13.6,13.6,0.0,0.0,3780.0,13.7,13.5,0.0,0.0
317,UDL,21.0,9.0,15.0,15.0,0.0,0.0,10.0,15.0,15.0,0.0,0.0
318,USD,14.9,11.1,13.0,12.1,-0.9,-6.9,10.0,12.1,12.1,0.0,0.0
319,VAB,19.5,14.5,17.0,16.8,-0.2,-1.2,52560.0,16.9,16.6,0.0,0.0
320,VAV,80.7,59.7,70.2,71.0,0.8,1.1,90.0,71.0,71.0,0.0,0.0
321,VBB,19.3,14.3,16.8,16.4,-0.4,-2.4,6900.0,16.8,16.1,0.0,0.0
322,VCP,35.6,26.4,31.0,31.0,0.0,0.0,30.0,31.0,31.0,0.0,0.0
323,VCR,32.4,24.0,28.2,29.0,0.8,2.8,35580.0,30.1,28.7,0.0,0.0
324,VCX,10.1,7.5,8.8,8.5,-0.3,-3.4,1020.0,8.9,8.5,0.0,0.0
325,VDT,34.5,25.5,30.0,30.0,0.0,0.0,50.0,30.0,30.0,0.0,0.0
326,VE9,6.2,4.6,5.4,4.6,-0.8,-14.8,33080.0,4.9,4.6,0.0,0.0
327,VEA,47.8,35.4,41.6,41.6,0.0,0.0,21070.0,42.5,40.0,10.0,18300.0
328,VEC,17.1,12.7,14.9,14.8,-0.1,-0.7,2120.0,14.9,14.8,0.0,0.0
329,VEF,150.6,111.4,131.0,133.0,2.0,1.5,3270.0,133.0,130.0,0.0,0.0
330,VET,75.0,55.6,65.3,65.6,0.3,0.5,10.0,65.6,65.6,0.0,0.0
331,VFR,15.4,11.4,13.4,12.2,-1.2,-9.0,260.0,12.2,11.7,0.0,0.0
332,VFS,13.5,10.1,11.8,11.4,-0.4,-3.4,8480.0,11.7,11.2,0.0,0.0
333,VGG,49.5,36.7,43.1,43.1,0.0,0.0,550.0,44.3,43.1,0.0,0.0
334,VGI,39.5,29.3,34.4,35.5,1.1,3.2,142520.0,35.9,34.3,0.0,0.0
335,VGT,22.6,16.8,19.7,19.3,-0.4,-2.0,318870.0,19.7,19.0,0.0,50.0
336,VHD,14.4,10.8,12.6,11.1,-1.5,-11.9,30.0,13.0,11.1,0.0,0.0
337,VHG,3.9,2.9,3.4,3.4,0.0,0.0,430230.0,3.6,3.2,1000.0,1000.0
338,VIM,36.6,27.2,31.9,35.9,4.0,12.5,300.0,35.9,35.9,0.0,0.0
339,VIN,20.2,15.0,17.6,18.0,0.4,2.3,1160.0,18.0,17.8,0.0,0.0
340,VIW,14.9,11.1,13.0,14.9,1.9,14.6,10.0,14.9,14.9,0.0,0.0
341,VLB,51.1,37.9,44.5,45.1,0.6,1.3,3100.0,45.9,44.0,0.0,0.0
342,VLC,35.7,26.5,31.1,31.2,0.1,0.3,2840.0,31.6,30.8,0.0,0.0
343,VLG,13.5,10.1,11.8,11.6,-0.2,-1.7,6600.0,11.8,10.8,0.0,0.0
344,VMG,10.1,7.5,8.8,9.5,0.7,8.0,720.0,9.8,9.4,0.0,0.0
345,VNA,49.5,36.7,43.1,41.6,-1.5,-3.5,36540.0,43.1,41.5,0.0,800.0
346,VNB,21.6,16.0,18.8,18.8,0.0,0.0,36130.0,19.0,18.6,130.0,0.0
347,VNH,10.9,8.1,9.5,8.9,-0.6,-6.3,36580.0,10.2,8.7,0.0,950.0
348,VNP,23.8,17.6,20.7,20.5,-0.2,-1.0,15430.0,20.7,19.9,10.0,0.0
349,VOC,33.3,24.7,29.0,28.8,-0.2,-0.7,9520.0,29.1,28.5,0.0,0.0
350,VPA,5.7,4.3,5.0,5.0,0.0,0.0,150.0,5.3,5.0,0.0,0.0
351,VRG,27.1,20.1,23.6,23.6,0.0,0.0,1870.0,23.6,23.6,0.0,0.0
352,VSE,9.6,7.2,8.4,8.1,-0.3,-3.6,4090.0,8.9,8.0,0.0,0.0
353,VSN,34.5,25.5,30.0,30.6,0.6,2.0,120.0,30.6,30.5,0.0,0.0
354,VTA,7.2,5.4,6.3,6.9,0.6,9.5,860.0,6.9,6.1,0.0,0.0
355,VTD,17.8,13.2,15.5,15.1,-0.4,-2.6,10800.0,15.5,14.7,0.0,0.0
356,VTE,9.0,6.8,7.9,8.0,0.1,1.3,790.0,9.0,8.0,0.0,0.0
357,VTK,33.3,24.7,29.0,29.2,0.2,0.7,130.0,29.2,29.0,0.0,0.0
358,VTP,93.0,68.8,80.9,83.1,2.2,2.7,33120.0,83.5,80.9,900.0,290.0
359,VTR,40.0,29.6,34.8,34.7,-0.1,-0.3,1950.0,35.0,34.5,0.0,0.0
360,WSB,61.0,45.2,53.1,53.0,-0.1,-0.2,170.0,53.1,52.0,0.0,100.0
361,WTC,43.7,32.3,38.0,38.0,0.0,0.0,730.0,39.9,37.6,0.0,0.0
362,XMC,14.3,10.7,12.5,12.1,-0.4,-3.2,3580.0,12.6,11.8,0.0,0.0
363,XMP,18.4,13.6,16.0,17.7,1.7,10.6,350.0,18.0,17.0,0.0,0.0
364,XPH,11.7,8.7,10.2,10.1,-0.1,-1.0,640.0,10.2,10.1,0.0,0.0
365,YBC,11.9,8.9,10.4,11.9,1.5,14.4,60.0,11.9,11.9,0.0,0.0
